application_id,application_time,credit_score,annual_income,debt_to_income,employment_length,loan_amount,loan_purpose,home_ownership,number_of_delinquent_accounts,delinquent_months,months_since_last_delinquent,revolving_utilization,inquiries_last_6m,model_score,probability_of_default,risk_rating,application_status,actual_default,past_due_days,score_band,income_band
BL000060,2024-10-22 00:40:54,676,70840,9.54,1,17829,home_improvement,OWN,0,0,0,20.98,1,717,0.008037,LOW,APPROVED,0,0,700-800,50-75K
BL000061,2024-05-08 21:02:31,733,57651,14.68,16,19001,other,RENT,0,0,0,56.18,2,717,0.011273,LOW,APPROVED,0,0,700-800,50-75K
BL000062,2024-03-25 20:04:01,666,57148,12.77,9,7504,major_purchase,RENT,1,3,34,71.41,2,659,0.060909,HIGH,APPROVED,1,150,600-700,50-75K
BL000063,2024-07-30 02:07:59,689,55507,32.91,14,26279,other,RENT,2,6,5,29.15,1,619,0.120256,HIGH,APPROVED,0,30,600-700,50-75K
BL000064,2024-02-09 06:42:10,709,34163,30.25,6,11747,home_improvement,MORTGAGE,0,0,0,39.48,2,673,0.033071,MEDIUM,APPROVED,0,60,600-700,<50K
BL000065,2024-12-06 06:33:34,642,42314,18.83,1,6081,credit_card,MORTGAGE,1,3,38,45.26,0,655,0.042898,HIGH,APPROVED,0,0,600-700,<50K
BL000066,2024-05-13 19:04:56,723,61124,19.19,0,28558,major_purchase,RENT,1,7,41,6.98,2,684,0.021943,MEDIUM,APPROVED,0,0,600-700,50-75K
BL000067,2024-01-02 13:42:07,684,30130,26.41,1,15848,credit_card,OTHER,0,0,0,28.64,0,656,0.044258,HIGH,APPROVED,1,60,600-700,<50K
BL000068,2024-10-21 06:16:52,717,35008,35.67,0,26146,home_improvement,RENT,0,0,0,4.68,3,654,0.046328,HIGH,APPROVED,0,0,600-700,<50K
BL000069,2024-10-11 19:32:57,661,110634,37.75,14,32349,other,OWN,2,8,9,0.0,1,628,0.081183,HIGH,APPROVED,0,0,600-700,100K+
BL000070,2024-06-23 18:44:12,750,46838,18.29,0,8361,debt_consolidation,RENT,0,0,0,26.55,2,757,0.003915,LOW,APPROVED,0,0,700-800,<50K
BL000071,2024-04-06 14:56:09,723,91467,31.97,27,22135,major_purchase,RENT,1,5,51,56.48,1,682,0.034244,MEDIUM,APPROVED,0,0,600-700,75-100K
BL000072,2024-03-12 19:12:54,680,104696,22.32,1,69668,credit_card,RENT,0,0,0,21.55,1,647,0.047592,HIGH,APPROVED,0,0,600-700,100K+
BL000073,2024-02-15 07:51:09,725,63855,38.22,1,46053,debt_consolidation,MORTGAGE,0,0,0,41.42,2,669,0.048827,HIGH,APPROVED,0,0,600-700,50-75K
BL000074,2024-03-20 03:19:44,759,92704,47.17,16,17546,debt_consolidation,RENT,1,5,23,0.0,1,683,0.021628,MEDIUM,APPROVED,0,0,600-700,75-100K
BL000075,2024-06-28 08:29:09,789,58607,28.93,8,27512,credit_card,MORTGAGE,1,2,13,38.97,0,749,0.003931,LOW,APPROVED,0,0,700-800,50-75K
BL000076,2024-01-21 17:30:30,603,42766,29.48,5,30805,other,RENT,2,5,35,45.44,2,549,0.319023,VERY_HIGH,APPROVED,0,0,<600,<50K
BL000077,2024-09-29 00:10:16,739,60551,1.13,1,31921,credit_card,MORTGAGE,0,0,0,3.56,1,762,0.001621,LOW,APPROVED,0,0,700-800,50-75K
BL000078,2024-11-18 21:26:00,716,65671,29.09,0,12958,other,MORTGAGE,1,3,29,67.77,0,640,0.083655,HIGH,DECLINED,0,0,600-700,50-75K
BL000079,2024-01-21 09:07:34,685,67248,8.8,11,21653,other,RENT,1,1,47,33.77,1,689,0.015588,LOW,APPROVED,0,0,600-700,50-75K
BL000080,2024-05-20 11:11:39,635,65760,18.73,16,7549,major_purchase,OTHER,0,0,0,14.66,2,684,0.028478,MEDIUM,APPROVED,1,60,600-700,50-75K
BL000081,2024-09-30 05:32:46,759,53198,31.77,2,37377,other,OWN,1,3,1,44.7,0,718,0.009995,LOW,APPROVED,0,0,700-800,50-75K
BL000082,2024-07-15 12:28:27,621,103081,9.87,1,16018,debt_consolidation,RENT,1,5,27,15.9,1,639,0.077333,HIGH,DECLINED,0,0,600-700,100K+
BL000083,2024-11-06 08:26:51,721,58201,45.04,7,21881,home_improvement,RENT,0,0,0,0.0,1,683,0.034095,MEDIUM,APPROVED,0,0,600-700,50-75K
BL000084,2024-06-24 14:49:15,762,52768,19.18,4,50592,home_improvement,RENT,0,0,0,54.41,2,694,0.017872,MEDIUM,APPROVED,0,0,600-700,50-75K
BL000085,2024-06-23 13:43:33,602,97031,31.01,1,24470,debt_consolidation,MORTGAGE,0,0,0,44.34,0,609,0.068554,HIGH,APPROVED,0,0,600-700,75-100K
BL000086,2024-05-27 01:14:10,673,40522,19.19,2,11825,major_purchase,MORTGAGE,1,3,25,23.42,1,648,0.038092,MEDIUM,APPROVED,0,30,600-700,<50K
BL000087,2024-05-18 13:23:04,618,63628,30.21,2,20279,other,MORTGAGE,0,0,0,42.15,0,653,0.066,HIGH,APPROVED,0,0,600-700,50-75K
BL000088,2024-01-25 11:11:47,703,124400,18.82,1,29283,credit_card,MORTGAGE,0,0,0,15.87,2,754,0.006409,LOW,APPROVED,0,0,700-800,100K+
BL000089,2024-06-10 08:53:56,773,65679,23.52,1,11281,other,MORTGAGE,0,0,0,64.98,2,730,0.006902,LOW,APPROVED,0,0,700-800,50-75K
BL000090,2024-05-23 00:36:22,801,121464,3.22,0,46269,debt_consolidation,RENT,1,5,34,88.62,3,734,0.005293,LOW,APPROVED,0,0,700-800,100K+
BL000091,2024-07-27 12:56:53,592,56842,32.6,6,33686,debt_consolidation,MORTGAGE,0,0,0,30.03,1,569,0.253648,VERY_HIGH,APPROVED,1,90,<600,50-75K
BL000092,2024-03-10 04:32:28,658,50725,30.15,1,32886,home_improvement,MORTGAGE,1,5,32,85.56,1,601,0.196178,VERY_HIGH,APPROVED,0,0,600-700,50-75K
BL000093,2024-07-08 11:39:54,729,59405,20.9,17,12349,major_purchase,RENT,1,6,14,42.44,3,642,0.042638,HIGH,APPROVED,0,0,600-700,50-75K
BL000094,2024-07-25 04:27:18,777,49627,21.24,5,11157,debt_consolidation,RENT,1,3,13,73.47,1,689,0.015093,LOW,APPROVED,0,0,600-700,<50K
BL000095,2024-01-23 14:00:53,713,54400,14.24,13,45381,major_purchase,OTHER,0,0,0,57.15,0,710,0.012334,LOW,APPROVED,0,0,700-800,50-75K
BL000096,2024-07-26 14:57:29,649,52438,17.4,10,21060,debt_consolidation,RENT,0,0,0,60.83,1,649,0.057543,HIGH,APPROVED,0,0,600-700,50-75K
BL000097,2024-06-14 02:10:44,706,91957,26.12,4,17046,other,RENT,3,3,42,36.24,0,661,0.039435,MEDIUM,APPROVED,0,0,600-700,75-100K
BL000098,2024-01-31 15:07:21,689,76693,26.69,4,21362,debt_consolidation,RENT,2,7,27,52.37,1,588,0.281547,VERY_HIGH,APPROVED,0,0,<600,75-100K
BL000099,2024-01-02 20:00:16,679,58230,30.56,1,24347,major_purchase,MORTGAGE,0,0,0,37.34,3,634,0.059758,HIGH,APPROVED,0,0,600-700,50-75K
BL000100,2024-09-05 22:32:51,650,45631,34.34,0,44273,other,RENT,0,0,0,41.92,3,548,0.382461,VERY_HIGH,APPROVED,1,150,<600,<50K
BL000101,2024-09-23 13:11:38,711,273350,32.9,2,19499,home_improvement,MORTGAGE,1,2,6,38.62,1,627,0.088161,HIGH,APPROVED,0,0,600-700,100K+
BL000102,2024-04-15 18:15:17,707,58511,27.65,2,28446,debt_consolidation,MORTGAGE,0,0,0,44.71,2,639,0.07376,HIGH,APPROVED,0,0,600-700,50-75K
BL000103,2024-02-13 16:17:45,685,120818,27.09,9,10281,major_purchase,RENT,0,0,0,30.58,4,668,0.032097,MEDIUM,APPROVED,0,0,600-700,100K+
BL000104,2024-06-29 02:04:53,678,37611,22.22,6,59167,other,MORTGAGE,0,0,0,66.12,0,614,0.202467,VERY_HIGH,APPROVED,1,120,600-700,<50K
BL000105,2024-01-05 11:10:40,619,45869,35.07,10,25789,credit_card,OWN,0,0,0,29.14,0,583,0.226974,VERY_HIGH,DECLINED,0,0,<600,<50K
BL000106,2024-03-22 03:41:17,663,111604,17.49,5,20698,debt_consolidation,RENT,0,0,0,11.57,0,692,0.022322,MEDIUM,APPROVED,0,0,600-700,100K+
BL000107,2024-11-03 20:41:04,756,39001,16.94,8,15893,major_purchase,MORTGAGE,0,0,0,45.98,2,720,0.007963,LOW,APPROVED,0,0,700-800,<50K
BL000108,2024-08-02 02:22:29,680,39513,27.08,1,16997,debt_consolidation,RENT,2,4,15,34.98,1,647,0.064081,HIGH,APPROVED,0,0,600-700,<50K
BL000109,2024-01-25 18:42:33,611,62472,11.23,6,29393,major_purchase,RENT,0,0,0,3.29,1,630,0.080243,HIGH,APPROVED,0,0,600-700,50-75K
BL000110,2024-03-29 07:57:47,763,46075,21.18,2,7546,credit_card,RENT,0,0,0,79.37,1,686,0.020368,MEDIUM,APPROVED,0,0,600-700,<50K
BL000111,2024-04-08 10:15:43,719,56135,10.47,4,65229,home_improvement,MORTGAGE,2,5,20,7.62,1,676,0.043116,HIGH,APPROVED,0,0,600-700,50-75K
BL000112,2024-10-22 04:04:42,806,68705,16.35,0,19415,major_purchase,RENT,0,0,0,59.19,1,773,0.002117,LOW,APPROVED,0,0,700-800,50-75K
BL000113,2024-04-27 06:09:05,693,94934,55.3,2,56141,debt_consolidation,MORTGAGE,1,3,28,80.83,0,599,0.258188,VERY_HIGH,DECLINED,0,0,<600,75-100K
BL000114,2024-05-26 05:23:04,665,69626,9.34,33,10957,debt_consolidation,RENT,0,0,0,47.16,1,680,0.021692,MEDIUM,APPROVED,0,0,600-700,50-75K
BL000115,2024-04-24 05:03:02,610,73210,32.86,2,7402,debt_consolidation,RENT,3,4,37,48.68,1,473,0.845196,VERY_HIGH,DECLINED,0,0,<600,50-75K
BL000116,2024-06-12 06:44:34,763,116650,18.69,5,9967,credit_card,RENT,1,5,56,23.03,2,760,0.004325,LOW,APPROVED,0,0,700-800,100K+
BL000117,2024-09-18 17:13:31,831,121508,13.75,7,20579,debt_consolidation,RENT,2,3,41,40.05,1,761,0.001651,LOW,APPROVED,0,0,700-800,100K+
BL000118,2024-12-21 08:07:56,645,54655,10.68,9,26471,credit_card,RENT,0,0,0,5.55,1,648,0.038318,MEDIUM,APPROVED,0,0,600-700,50-75K
BL000119,2024-07-17 14:46:01,654,27735,29.43,10,25351,debt_consolidation,RENT,1,2,49,100.0,2,581,0.263622,VERY_HIGH,APPROVED,0,0,<600,<50K
BL000120,2024-07-27 13:00:14,723,40652,20.58,9,68577,other,MORTGAGE,0,0,0,70.54,0,692,0.021799,MEDIUM,APPROVED,0,0,600-700,<50K
BL000121,2024-11-24 22:04:56,644,104035,24.08,2,15805,home_improvement,MORTGAGE,0,0,0,46.56,1,712,0.013267,LOW,APPROVED,0,0,700-800,100K+
BL000122,2024-11-15 10:20:26,675,51666,38.73,9,8374,debt_consolidation,RENT,0,0,0,66.33,2,577,0.269766,VERY_HIGH,APPROVED,0,0,<600,50-75K
BL000123,2024-11-26 19:09:09,671,46583,11.78,6,14370,major_purchase,RENT,0,0,0,39.15,3,639,0.05024,HIGH,APPROVED,0,0,600-700,<50K
BL000124,2024-07-24 01:05:57,701,52326,4.89,19,10243,major_purchase,MORTGAGE,0,0,0,23.07,0,749,0.005381,LOW,APPROVED,0,0,700-800,50-75K
BL000125,2024-09-01 08:22:24,750,131730,25.15,13,20230,other,RENT,0,0,0,39.89,0,748,0.005,LOW,APPROVED,0,0,700-800,100K+
BL000126,2024-03-02 00:51:00,691,65869,36.23,11,18360,credit_card,RENT,1,7,26,37.6,2,628,0.072585,HIGH,APPROVED,0,0,600-700,50-75K
BL000127,2024-07-03 21:23:04,741,54140,25.44,2,14310,credit_card,RENT,1,3,18,62.56,1,676,0.029481,MEDIUM,APPROVED,0,0,600-700,50-75K
BL000128,2024-04-06 12:01:03,667,46780,36.54,20,17804,debt_consolidation,RENT,0,0,0,35.96,1,653,0.079531,HIGH,APPROVED,0,0,600-700,<50K
BL000129,2024-07-27 03:06:58,708,39095,34.16,6,24097,debt_consolidation,MORTGAGE,0,0,0,5.65,2,652,0.053847,HIGH,APPROVED,0,0,600-700,<50K
BL000130,2024-01-01 10:32:14,572,229738,27.15,6,11302,other,MORTGAGE,0,0,0,68.06,2,573,0.241685,VERY_HIGH,APPROVED,1,120,<600,100K+
BL000131,2024-12-22 13:48:01,610,63070,17.3,3,37356,debt_consolidation,MORTGAGE,1,1,30,45.66,1,592,0.194466,VERY_HIGH,DECLINED,0,0,<600,50-75K
BL000132,2024-04-01 08:22:35,734,68730,25.4,0,10390,credit_card,MORTGAGE,0,0,0,34.84,1,727,0.006958,LOW,APPROVED,0,0,700-800,50-75K
BL000133,2024-08-10 09:43:33,658,55621,34.35,2,25791,credit_card,RENT,2,5,31,52.09,1,595,0.21366,VERY_HIGH,DECLINED,0,0,<600,50-75K
BL000134,2024-07-22 11:45:06,722,104048,28.62,1,5989,credit_card,MORTGAGE,2,6,55,9.27,1,690,0.025099,MEDIUM,APPROVED,0,0,600-700,100K+
BL000135,2024-05-03 06:04:43,720,40736,24.04,4,22359,major_purchase,RENT,1,2,17,56.45,2,645,0.048904,HIGH,APPROVED,0,0,600-700,<50K
BL000136,2024-01-29 09:42:07,763,26960,27.6,5,25628,credit_card,MORTGAGE,0,0,0,47.06,1,710,0.010154,LOW,APPROVED,0,0,700-800,<50K
BL000137,2024-01-26 23:37:54,735,49498,24.09,15,36483,major_purchase,RENT,1,2,26,21.7,5,690,0.026367,MEDIUM,APPROVED,0,60,600-700,<50K
BL000138,2024-05-08 16:40:48,746,74766,31.55,1,10367,major_purchase,RENT,0,0,0,3.98,0,763,0.003657,LOW,APPROVED,0,0,700-800,50-75K
BL000139,2024-04-11 23:57:46,684,178549,22.15,3,16546,home_improvement,MORTGAGE,1,2,57,73.98,2,652,0.073147,HIGH,APPROVED,0,0,600-700,100K+
BL000140,2024-03-02 10:56:44,652,62073,38.85,2,12841,home_improvement,MORTGAGE,0,0,0,41.38,2,591,0.158387,HIGH,APPROVED,0,0,<600,50-75K
BL000141,2024-08-15 11:22:24,650,43519,27.8,5,40308,credit_card,MORTGAGE,0,0,0,27.88,1,619,0.09368,HIGH,DECLINED,0,0,600-700,<50K
BL000142,2024-05-16 19:10:59,663,57972,25.93,7,15623,other,MORTGAGE,1,1,26,25.24,2,657,0.059424,HIGH,APPROVED,0,0,600-700,50-75K
BL000143,2024-10-16 21:50:12,628,45130,8.38,7,19036,other,OWN,1,2,11,52.13,3,595,0.16142,HIGH,APPROVED,0,30,<600,<50K
BL000144,2024-10-20 17:28:51,660,45040,5.02,2,16697,other,MORTGAGE,0,0,0,21.46,1,756,0.003951,LOW,APPROVED,0,30,700-800,<50K
BL000145,2024-06-04 22:03:17,685,66945,22.66,2,12656,other,RENT,1,6,31,63.11,0,670,0.033248,MEDIUM,APPROVED,0,0,600-700,50-75K
BL000146,2024-11-23 00:58:54,704,73440,20.25,1,38736,home_improvement,MORTGAGE,0,0,0,18.01,2,675,0.023993,MEDIUM,APPROVED,0,0,600-700,50-75K
BL000147,2024-10-11 03:10:58,671,47692,41.49,12,18846,other,RENT,0,0,0,72.58,1,603,0.228895,VERY_HIGH,APPROVED,0,0,600-700,<50K
BL000148,2024-04-07 22:49:15,584,105629,17.61,5,14803,debt_consolidation,MORTGAGE,1,3,56,0.0,1,627,0.097552,HIGH,DECLINED,0,0,600-700,100K+
BL000149,2024-10-07 21:02:09,686,62093,15.59,4,37965,credit_card,MORTGAGE,0,0,0,40.54,0,674,0.026477,MEDIUM,APPROVED,0,0,600-700,50-75K
BL000150,2024-02-14 22:40:56,702,67688,31.33,2,14899,debt_consolidation,RENT,0,0,0,60.19,0,644,0.061383,HIGH,APPROVED,0,0,600-700,50-75K
BL000151,2024-08-28 13:18:22,750,50917,5.99,10,20702,debt_consolidation,MORTGAGE,1,6,45,34.64,2,730,0.007575,LOW,APPROVED,0,0,700-800,50-75K
BL000152,2024-10-29 11:02:02,722,75969,24.88,8,7257,other,RENT,1,5,44,49.86,1,656,0.03149,MEDIUM,APPROVED,0,0,600-700,75-100K
BL000153,2024-10-08 00:26:00,655,77429,12.51,5,12372,credit_card,RENT,0,0,0,38.97,2,648,0.047192,HIGH,APPROVED,0,0,600-700,75-100K
BL000154,2024-03-04 07:33:36,650,86817,1.0,6,40601,credit_card,OTHER,0,0,0,58.63,0,714,0.007762,LOW,APPROVED,0,0,700-800,75-100K
BL000155,2024-04-04 00:20:39,801,44468,7.91,11,25305,debt_consolidation,RENT,0,0,0,68.49,0,763,0.001715,LOW,APPROVED,0,0,700-800,<50K
BL000156,2024-04-17 18:33:14,732,85655,22.64,6,19142,major_purchase,OWN,0,0,0,25.05,0,735,0.008129,LOW,APPROVED,0,0,700-800,75-100K
BL000157,2024-08-02 22:57:46,791,49751,23.84,12,10958,credit_card,RENT,0,0,0,59.85,2,754,0.005567,LOW,APPROVED,0,0,700-800,<50K
BL000158,2024-03-03 10:47:06,807,67303,21.54,2,20833,other,RENT,0,0,0,41.39,1,777,0.00285,LOW,APPROVED,0,0,700-800,50-75K
