application_id,application_time,credit_score,annual_income,debt_to_income,employment_length,loan_amount,loan_purpose,home_ownership,number_of_delinquent_accounts,delinquent_months,months_since_last_delinquent,revolving_utilization,inquiries_last_6m,model_score,probability_of_default,risk_rating,application_status,actual_default,past_due_days,score_band,income_band
CS000043,2025-03-04 20:43:32,681,61491,33.4,7,31220,debt_consolidation,RENT,1,5,28,24.61,2,652,0.058942,HIGH,APPROVED,0,0,600-700,50-75K
CS000044,2025-02-18 05:18:16,721,106672,26.11,3,15051,debt_consolidation,MORTGAGE,2,3,22,38.22,2,695,0.022292,MEDIUM,APPROVED,0,0,600-700,100K+
CS000045,2025-05-09 13:34:25,722,30467,40.52,1,27348,credit_card,RENT,1,4,57,24.95,0,618,0.071697,HIGH,DECLINED,0,30,600-700,<50K
CS000046,2025-05-03 01:37:23,667,24353,17.71,0,38997,debt_consolidation,MORTGAGE,2,5,56,33.5,0,665,0.04835,HIGH,APPROVED,0,0,600-700,<50K
CS000047,2025-03-26 13:16:08,582,52802,28.16,3,17187,credit_card,MORTGAGE,0,0,0,32.55,0,601,0.156922,HIGH,DECLINED,1,90,600-700,50-75K
CS000048,2025-05-25 12:11:40,669,19847,23.21,8,30722,major_purchase,RENT,0,0,0,56.25,1,629,0.069625,HIGH,APPROVED,0,0,600-700,<50K
CS000049,2025-02-16 14:29:24,719,42919,19.8,12,27176,other,RENT,0,0,0,60.94,1,673,0.031943,MEDIUM,APPROVED,0,0,600-700,<50K
CS000050,2025-04-16 00:55:15,667,44088,29.16,6,20910,major_purchase,RENT,1,2,44,40.69,1,606,0.13029,HIGH,DECLINED,0,0,600-700,<50K
CS000051,2025-05-25 16:37:09,712,54185,25.89,12,8188,major_purchase,MORTGAGE,1,3,52,6.36,0,691,0.016924,MEDIUM,DECLINED,0,0,600-700,50-75K
CS000052,2025-01-11 15:57:00,742,82006,23.56,1,11378,home_improvement,MORTGAGE,0,0,0,47.77,1,697,0.012534,LOW,APPROVED,0,0,600-700,75-100K
CS000053,2025-01-18 12:25:10,658,33057,21.09,2,20561,other,RENT,0,0,0,67.06,0,607,0.130199,HIGH,APPROVED,0,0,600-700,<50K
CS000054,2025-06-13 06:29:27,756,77287,4.29,3,29910,debt_consolidation,RENT,0,0,0,61.95,3,736,0.004294,LOW,APPROVED,0,0,700-800,75-100K
CS000055,2025-06-14 12:57:36,777,107427,20.35,3,13496,debt_consolidation,RENT,1,3,23,43.25,1,757,0.002948,LOW,APPROVED,0,0,700-800,100K+
CS000056,2025-04-25 10:20:59,748,126980,1.0,11,33493,credit_card,MORTGAGE,0,0,0,47.01,1,782,0.00133,LOW,APPROVED,0,0,700-800,100K+
CS000057,2025-06-22 22:17:41,752,37029,43.11,4,22595,other,OTHER,0,0,0,40.59,3,638,0.051728,HIGH,DECLINED,0,0,600-700,<50K
CS000058,2025-03-17 13:36:10,749,52222,49.85,4,30812,credit_card,RENT,0,0,0,61.16,2,693,0.024573,MEDIUM,APPROVED,0,0,600-700,50-75K
CS000059,2025-06-03 17:02:36,812,146631,25.23,0,56262,major_purchase,OTHER,1,3,23,64.39,2,756,0.003562,LOW,APPROVED,0,0,700-800,100K+
CS000060,2025-04-15 11:33:32,698,39305,43.05,1,8489,debt_consolidation,RENT,0,0,0,31.27,1,691,0.02156,MEDIUM,APPROVED,0,0,600-700,<50K
CS000061,2025-01-09 18:42:33,688,103623,9.6,1,27834,credit_card,MORTGAGE,0,0,0,37.93,0,732,0.010613,LOW,APPROVED,0,0,700-800,100K+
CS000062,2025-02-08 16:16:10,721,73434,21.44,2,19137,major_purchase,RENT,0,0,0,12.13,1,763,0.003529,LOW,APPROVED,0,0,700-800,50-75K
CS000063,2025-06-21 06:43:35,638,80080,24.82,1,32182,credit_card,MORTGAGE,0,0,0,60.4,2,639,0.071585,HIGH,APPROVED,0,0,600-700,75-100K
CS000064,2025-05-30 11:27:12,603,29204,18.33,6,47337,debt_consolidation,RENT,1,6,9,46.52,0,579,0.218397,VERY_HIGH,DECLINED,0,0,<600,<50K
CS000065,2025-06-21 05:43:32,640,32681,14.05,12,28601,debt_consolidation,MORTGAGE,0,0,0,60.44,1,670,0.040936,MEDIUM,APPROVED,0,0,600-700,<50K
CS000066,2025-01-29 09:02:51,709,41615,21.91,10,14893,debt_consolidation,RENT,1,3,2,86.13,0,681,0.028726,MEDIUM,APPROVED,0,0,600-700,<50K
CS000067,2025-04-23 03:48:05,714,82267,27.05,6,13159,debt_consolidation,RENT,0,0,0,11.08,1,733,0.008695,LOW,APPROVED,0,30,700-800,75-100K
CS000068,2025-04-19 05:43:49,604,89603,37.03,9,38568,credit_card,RENT,1,3,12,58.92,4,518,0.645346,VERY_HIGH,APPROVED,1,60,<600,75-100K
CS000069,2025-02-13 06:04:21,585,43364,27.97,5,31793,debt_consolidation,MORTGAGE,0,0,0,29.87,0,579,0.254983,VERY_HIGH,DECLINED,0,0,<600,<50K
CS000070,2025-03-06 20:18:04,671,71097,33.09,1,15672,other,MORTGAGE,0,0,0,68.66,0,605,0.097774,HIGH,DECLINED,0,0,600-700,50-75K
CS000071,2025-01-22 00:15:12,678,66197,11.61,2,18551,debt_consolidation,MORTGAGE,1,3,24,49.65,1,664,0.044508,MEDIUM,APPROVED,0,0,600-700,50-75K
CS000072,2025-03-13 08:41:11,686,40100,9.79,1,7632,debt_consolidation,OWN,2,5,14,70.02,3,588,0.162197,HIGH,DECLINED,0,0,<600,<50K
CS000073,2025-01-24 23:18:59,725,37647,23.42,2,12229,home_improvement,RENT,1,2,19,86.5,1,685,0.019782,MEDIUM,APPROVED,0,0,600-700,<50K
CS000074,2025-06-18 09:43:02,756,25532,26.39,1,25240,home_improvement,MORTGAGE,0,0,0,33.8,1,709,0.013963,LOW,APPROVED,0,0,700-800,<50K
CS000075,2025-01-07 23:58:51,701,36484,17.94,3,3920,major_purchase,RENT,3,4,29,16.77,0,659,0.043981,MEDIUM,APPROVED,0,0,600-700,<50K
CS000076,2025-03-13 17:23:18,722,42001,20.09,0,10507,credit_card,RENT,1,2,35,21.66,0,724,0.007953,LOW,APPROVED,0,0,700-800,<50K
CS000077,2025-04-30 05:33:39,628,105726,27.48,1,42171,home_improvement,RENT,0,0,0,76.64,2,561,0.402714,VERY_HIGH,APPROVED,0,0,<600,100K+
CS000078,2025-04-18 09:10:50,624,88512,37.16,37,41569,credit_card,MORTGAGE,1,3,26,71.23,1,512,0.571443,VERY_HIGH,APPROVED,1,90,<600,75-100K
CS000079,2025-03-23 12:25:56,701,55204,38.8,6,40553,home_improvement,RENT,0,0,0,65.93,1,644,0.06472,HIGH,APPROVED,1,90,600-700,50-75K
CS000080,2025-02-08 17:13:10,725,69516,14.27,7,15413,major_purchase,OWN,0,0,0,54.6,1,723,0.011907,LOW,APPROVED,0,0,700-800,50-75K
CS000081,2025-05-07 03:26:49,728,40932,15.5,4,23432,major_purchase,MORTGAGE,1,4,59,59.22,0,712,0.015466,LOW,APPROVED,0,0,700-800,<50K
CS000082,2025-02-03 20:57:58,721,20742,20.2,14,17867,major_purchase,RENT,0,0,0,39.85,2,669,0.023062,MEDIUM,APPROVED,0,0,600-700,<50K
CS000083,2025-05-08 23:39:15,731,66920,27.74,15,42637,other,MORTGAGE,1,5,21,25.52,0,695,0.022164,MEDIUM,APPROVED,0,0,600-700,50-75K
CS000084,2025-03-23 09:50:39,733,77202,17.52,2,38067,home_improvement,MORTGAGE,0,0,0,51.49,1,736,0.006675,LOW,APPROVED,0,0,700-800,75-100K
CS000085,2025-01-18 18:06:23,592,41799,22.56,5,20553,other,RENT,1,4,48,58.3,2,525,0.539988,VERY_HIGH,APPROVED,1,90,<600,<50K
CS000086,2025-03-09 19:04:30,648,102749,18.69,0,40422,other,RENT,0,0,0,76.46,1,621,0.079124,HIGH,DECLINED,0,0,600-700,100K+
CS000087,2025-06-23 07:35:51,713,95863,24.53,11,30155,home_improvement,MORTGAGE,4,5,4,54.49,0,620,0.107464,HIGH,DECLINED,0,0,600-700,75-100K
CS000088,2025-03-02 12:42:56,721,86064,19.77,0,19243,other,MORTGAGE,1,5,35,13.1,3,726,0.011442,LOW,APPROVED,0,0,700-800,75-100K
CS000089,2025-03-30 08:51:12,605,25295,25.98,7,42575,major_purchase,RENT,0,0,0,44.21,0,618,0.131923,HIGH,APPROVED,0,0,600-700,<50K
CS000090,2025-01-18 18:22:49,753,60691,24.8,11,32511,major_purchase,RENT,1,4,5,54.85,0,709,0.009312,LOW,APPROVED,0,0,700-800,50-75K
CS000091,2025-01-02 22:26:54,664,79181,10.52,13,50469,debt_consolidation,MORTGAGE,0,0,0,56.24,1,661,0.042909,MEDIUM,DECLINED,0,0,600-700,75-100K
CS000092,2025-05-13 12:18:17,675,40085,26.52,3,10770,major_purchase,MORTGAGE,0,0,0,35.49,2,664,0.051025,HIGH,APPROVED,0,0,600-700,<50K
CS000093,2025-02-19 20:49:25,703,47010,19.41,7,75694,credit_card,RENT,1,7,6,24.41,0,686,0.02135,MEDIUM,APPROVED,0,0,600-700,<50K
CS000094,2025-05-05 07:59:22,729,87745,21.23,19,61005,major_purchase,RENT,0,0,0,9.09,2,712,0.010003,LOW,APPROVED,0,0,700-800,75-100K
CS000095,2025-03-15 08:19:13,609,151706,33.19,9,37676,debt_consolidation,RENT,0,0,0,100.0,4,530,0.604209,VERY_HIGH,APPROVED,1,90,<600,100K+
CS000096,2025-02-15 18:47:32,743,86600,29.19,8,16332,other,MORTGAGE,0,0,0,46.9,1,669,0.019372,MEDIUM,APPROVED,0,0,600-700,75-100K
CS000097,2025-06-04 13:21:51,693,66925,22.42,8,17084,debt_consolidation,OWN,0,0,0,0.0,0,716,0.011376,LOW,APPROVED,0,0,700-800,50-75K
CS000098,2025-02-05 04:27:52,646,47768,23.91,6,5108,debt_consolidation,MORTGAGE,0,0,0,100.0,1,608,0.106898,HIGH,APPROVED,0,0,600-700,<50K
CS000099,2025-01-31 17:57:12,673,36800,26.67,12,12395,credit_card,RENT,1,3,36,63.32,1,638,0.071413,HIGH,APPROVED,0,0,600-700,<50K
CS000100,2025-06-27 09:08:49,568,40920,6.65,4,16419,debt_consolidation,MORTGAGE,2,5,13,60.12,1,567,0.360939,VERY_HIGH,DECLINED,1,90,<600,<50K
CS000101,2025-05-23 07:55:14,653,71564,16.7,4,9199,credit_card,RENT,0,0,0,76.27,1,617,0.11713,HIGH,APPROVED,1,60,600-700,50-75K
CS000102,2025-05-20 00:23:25,698,48373,25.65,1,17152,major_purchase,RENT,0,0,0,72.74,2,640,0.056867,HIGH,APPROVED,0,0,600-700,<50K
CS000103,2025-02-28 23:20:10,649,111260,25.49,15,50462,debt_consolidation,MORTGAGE,1,3,41,28.73,0,648,0.051952,HIGH,APPROVED,0,0,600-700,100K+
CS000104,2025-03-25 09:04:08,670,33088,12.4,6,10508,credit_card,OTHER,1,7,21,55.35,0,656,0.057502,HIGH,APPROVED,0,0,600-700,<50K
CS000105,2025-01-30 21:22:19,680,36011,22.2,3,59443,debt_consolidation,MORTGAGE,1,3,23,42.89,0,632,0.060727,HIGH,APPROVED,0,0,600-700,<50K
CS000106,2025-04-29 22:04:06,691,59463,33.91,3,53240,other,RENT,1,1,50,71.12,3,599,0.148338,HIGH,DECLINED,0,0,<600,50-75K
CS000107,2025-02-23 05:54:17,744,67334,36.31,8,17866,debt_consolidation,RENT,0,0,0,11.37,2,703,0.015413,LOW,APPROVED,0,0,700-800,50-75K
CS000108,2025-03-18 01:13:54,687,64467,28.27,3,48748,debt_consolidation,MORTGAGE,1,2,20,47.78,0,676,0.0349,MEDIUM,APPROVED,0,0,600-700,50-75K
CS000109,2025-05-22 00:54:47,674,37565,19.94,3,25317,major_purchase,RENT,0,0,0,20.97,1,669,0.033802,MEDIUM,APPROVED,0,0,600-700,<50K
CS000110,2025-03-21 18:39:26,718,44041,18.66,3,6522,major_purchase,RENT,2,6,51,20.66,1,664,0.033723,MEDIUM,APPROVED,0,0,600-700,<50K
CS000111,2025-01-18 11:33:13,802,94686,24.43,3,13544,major_purchase,RENT,1,4,30,9.94,2,789,0.001831,LOW,APPROVED,0,0,700-800,75-100K
CS000112,2025-01-29 17:48:23,669,52243,17.05,1,6145,debt_consolidation,RENT,2,3,22,42.85,0,632,0.077297,HIGH,DECLINED,0,0,600-700,50-75K
CS000113,2025-04-12 13:31:50,716,49865,22.84,6,6706,other,MORTGAGE,0,0,0,23.14,2,707,0.021975,MEDIUM,APPROVED,0,0,700-800,<50K
CS000114,2025-01-06 14:24:06,601,83036,8.19,6,19633,credit_card,RENT,0,0,0,16.01,3,689,0.028803,MEDIUM,APPROVED,0,0,600-700,75-100K
CS000115,2025-05-01 18:51:06,762,74833,39.16,25,2815,debt_consolidation,OTHER,2,7,44,59.94,0,673,0.050442,HIGH,APPROVED,0,0,600-700,50-75K
CS000116,2025-01-22 21:58:45,725,62715,27.45,2,35007,major_purchase,RENT,2,2,53,71.72,0,662,0.03148,MEDIUM,APPROVED,0,0,600-700,50-75K
CS000117,2025-03-31 12:30:05,762,133946,31.23,0,14987,other,OTHER,0,0,0,33.34,0,718,0.008376,LOW,APPROVED,0,0,700-800,100K+
CS000118,2025-06-01 11:07:31,685,33850,11.44,1,14671,major_purchase,MORTGAGE,2,2,34,41.07,0,711,0.010743,LOW,APPROVED,0,0,700-800,<50K
CS000119,2025-06-07 23:20:55,631,74253,21.49,13,16494,major_purchase,RENT,1,5,24,73.08,2,570,0.251035,VERY_HIGH,APPROVED,0,0,<600,50-75K
CS000120,2025-03-08 17:27:02,737,47695,27.41,4,8585,other,OWN,2,6,22,49.87,0,680,0.022007,MEDIUM,APPROVED,0,0,600-700,<50K
CS000121,2025-01-16 02:00:51,730,98350,28.26,7,12180,other,RENT,0,0,0,41.54,1,731,0.008859,LOW,APPROVED,0,0,700-800,75-100K
CS000122,2025-04-03 00:32:00,641,40550,27.52,2,32696,home_improvement,MORTGAGE,2,2,56,96.65,1,530,0.505704,VERY_HIGH,DECLINED,1,120,<600,<50K
CS000123,2025-05-03 22:36:03,607,84241,18.73,3,88303,home_improvement,MORTGAGE,2,4,46,41.9,0,609,0.136344,HIGH,DECLINED,0,0,600-700,75-100K
CS000124,2025-03-02 04:07:57,713,52282,29.25,6,10505,debt_consolidation,OWN,0,0,0,42.89,1,657,0.067863,HIGH,APPROVED,0,0,600-700,50-75K
CS000125,2025-06-19 00:28:47,679,196775,18.79,1,37212,home_improvement,OWN,0,0,0,73.56,1,692,0.020582,MEDIUM,APPROVED,0,30,600-700,100K+
CS000126,2025-03-31 02:36:16,832,69605,38.46,11,18426,major_purchase,RENT,0,0,0,29.61,1,800,0.001287,LOW,APPROVED,0,30,800+,50-75K
CS000127,2025-03-25 17:39:38,654,169969,21.6,11,18792,other,RENT,0,0,0,30.66,0,718,0.009584,LOW,APPROVED,0,0,700-800,100K+
CS000128,2025-05-06 19:12:40,659,46246,31.72,1,24710,debt_consolidation,RENT,0,0,0,29.93,0,644,0.054038,HIGH,APPROVED,0,0,600-700,<50K
CS000129,2025-02-14 23:29:29,682,47712,29.29,7,7318,major_purchase,RENT,1,8,6,63.51,1,643,0.058632,HIGH,APPROVED,0,0,600-700,<50K
CS000130,2025-04-06 14:12:16,597,73662,18.05,2,18979,debt_consolidation,RENT,1,5,21,43.7,2,607,0.162993,HIGH,APPROVED,0,0,600-700,50-75K
CS000131,2025-01-09 02:14:20,639,28985,28.07,20,48388,debt_consolidation,RENT,0,0,0,79.95,1,607,0.132218,HIGH,APPROVED,1,90,600-700,<50K
CS000132,2025-04-14 13:13:40,779,41029,34.12,10,24059,other,MORTGAGE,1,4,46,47.02,1,662,0.04152,MEDIUM,APPROVED,0,0,600-700,<50K
CS000133,2025-05-15 16:47:48,681,123281,27.21,8,23440,home_improvement,MORTGAGE,1,6,51,66.14,3,626,0.088783,HIGH,APPROVED,0,0,600-700,100K+
CS000134,2025-02-14 21:16:03,655,103230,22.37,0,9578,debt_consolidation,RENT,0,0,0,61.03,0,672,0.031166,MEDIUM,APPROVED,0,0,600-700,100K+
CS000135,2025-06-17 00:58:08,618,56818,27.76,2,16014,home_improvement,MORTGAGE,0,0,0,61.75,2,600,0.248294,VERY_HIGH,APPROVED,1,90,600-700,50-75K
CS000136,2025-06-27 16:19:11,720,103989,28.24,26,51583,credit_card,RENT,1,5,21,32.79,1,684,0.027168,MEDIUM,APPROVED,1,120,600-700,100K+
CS000137,2025-04-07 19:13:32,724,77135,11.59,4,6972,home_improvement,MORTGAGE,0,0,0,73.68,0,723,0.005998,LOW,APPROVED,0,0,700-800,75-100K
CS000138,2025-06-15 12:27:36,702,77592,3.9,7,9749,debt_consolidation,MORTGAGE,1,3,37,46.64,2,656,0.044881,MEDIUM,APPROVED,0,0,600-700,75-100K
CS000139,2025-04-14 13:31:18,667,40725,18.04,15,25475,other,MORTGAGE,0,0,0,13.77,3,649,0.09033,HIGH,APPROVED,0,0,600-700,<50K
CS000140,2025-02-09 08:43:04,705,97014,17.07,13,43289,major_purchase,MORTGAGE,1,5,52,39.36,1,716,0.016385,LOW,APPROVED,0,0,700-800,75-100K
CS000141,2025-04-05 09:53:49,709,48540,30.1,3,27696,debt_consolidation,RENT,0,0,0,49.13,2,638,0.054631,HIGH,DECLINED,0,0,600-700,<50K
CS000142,2025-03-22 00:37:01,651,122915,28.45,8,33161,credit_card,MORTGAGE,2,7,17,57.52,1,544,0.513604,VERY_HIGH,DECLINED,1,90,<600,100K+
CS000143,2025-04-22 15:01:13,722,39396,19.26,8,13887,other,RENT,1,3,51,73.12,1,699,0.015977,LOW,APPROVED,0,0,600-700,<50K
CS000144,2025-05-26 17:43:49,572,194253,29.67,26,47198,major_purchase,OWN,2,4,16,59.89,1,537,0.359435,VERY_HIGH,DECLINED,1,90,<600,100K+
CS000145,2025-04-14 10:03:52,617,46530,27.28,5,24330,credit_card,MORTGAGE,0,0,0,25.35,1,636,0.082498,HIGH,APPROVED,0,0,600-700,<50K
CS000146,2025-02-19 08:45:15,672,33956,38.21,1,21197,home_improvement,MORTGAGE,2,0,46,54.02,1,551,0.57375,VERY_HIGH,DECLINED,1,90,<600,<50K
CS000147,2025-03-19 11:13:03,682,37754,33.67,4,15451,major_purchase,RENT,0,0,0,0.0,2,675,0.024366,MEDIUM,APPROVED,0,0,600-700,<50K
CS000148,2025-01-25 19:42:28,624,74573,12.55,3,18575,credit_card,RENT,0,0,0,45.7,1,633,0.076254,HIGH,APPROVED,0,0,600-700,50-75K
CS000149,2025-02-11 22:22:10,706,71386,25.75,3,8897,major_purchase,OWN,1,5,49,83.79,1,627,0.120898,HIGH,APPROVED,0,0,600-700,50-75K
CS000150,2025-04-08 14:39:27,746,46007,28.73,5,24136,home_improvement,MORTGAGE,1,3,4,38.42,1,651,0.047631,HIGH,APPROVED,0,0,600-700,<50K
CS000151,2025-01-12 03:30:55,713,88723,26.29,2,45664,major_purchase,OWN,0,0,0,13.23,1,717,0.008731,LOW,APPROVED,0,0,700-800,75-100K
CS000152,2025-01-04 17:51:24,701,151054,28.51,4,32050,major_purchase,OWN,2,7,29,26.47,0,663,0.04255,MEDIUM,APPROVED,0,0,600-700,100K+
CS000153,2025-02-02 23:17:14,734,66505,10.91,0,13646,major_purchase,RENT,0,0,0,81.16,3,700,0.01048,LOW,APPROVED,0,0,700-800,50-75K
CS000154,2025-02-19 03:44:19,710,89072,24.61,8,23490,credit_card,RENT,1,1,28,18.59,1,712,0.01272,LOW,APPROVED,0,0,700-800,75-100K
CS000155,2025-05-27 17:17:20,625,93863,22.03,10,28053,home_improvement,RENT,0,0,0,37.65,2,606,0.11288,HIGH,APPROVED,1,60,600-700,75-100K
CS000156,2025-02-08 15:57:58,677,92498,19.33,3,20463,credit_card,OTHER,0,0,0,26.51,2,694,0.018414,MEDIUM,APPROVED,0,0,600-700,75-100K
CS000157,2025-04-17 06:46:56,759,28858,28.83,14,18432,debt_consolidation,RENT,0,0,0,28.78,1,741,0.006539,LOW,APPROVED,0,0,700-800,<50K
