application_id,application_time,credit_score,annual_income,debt_to_income,employment_length,loan_amount,loan_purpose,home_ownership,number_of_delinquent_accounts,delinquent_months,months_since_last_delinquent,revolving_utilization,inquiries_last_6m,model_score,probability_of_default,risk_rating,application_status,actual_default,past_due_days,score_band,income_band
APP00001,46:27.6,598,40683,35.62781,7,22904,major_pur,MORTGAG,6,1,0,54.83103,1,523,0.150238,LOW,APPROVED,0,0,600-700,<50K
APP00001,46:27.6,731,53188,54.61286,10,22753,other,MORTGAG,11,1,48,54.89715,0,700,0.149409,LOW,APPROVED,0,0,600-700,50-75K
APP00001,46:27.6,609,46972,15.12447,1,12561,credit_car,MORTGAG,10,0,48,43.95198,0,556,0.087027,VERY_HIG,APPROVED,0,0,<600,<50K
APP00002,46:27.6,558,62376,26.62287,10,12960,major_pur,RENT,9,0,36,13.6458,2,671,0.086668,VERY_HIG,APPROVED,0,30,600-700,50-75K
APP00002,46:27.6,846,190485,23.28285,1,7171,home_imp,RENT,6,0,24,23.13919,0,761,0.089115,VERY_HIG,APPROVED,0,0,700-800,100K+
APP00002,46:27.6,677,23537,4.341178,0,89291,major_pur,RENT,8,1,36,35.46814,2,583,0.174651,MEDIUM,APPROVED,0,0,<600,<50K
APP00002,46:27.6,706,84383,31.99459,10,8142,home_imp,RENT,11,1,6,38.50271,2,850,0.054169,HIGH,DECLINED,0,0,800+,75-100K
APP00002,46:27.6,557,26732,34.2577,10,12653,home_imp,OWN,13,0,0,19.71531,0,550,0.151943,HIGH,DECLINED,0,0,800+,<50K
APP00002,46:27.6,645,47289,28.12776,1,12397,home_imp,OWN,7,0,0,29.88291,1,749,0.107462,MEDIUM,APPROVED,1,90,700-800,<50K
APP00002,46:27.6,711,103205,26.31175,2,45068,home_imp,OWN,11,0,0,19.84833,0,692,0.058926,MEDIUM,APPROVED,0,90,700-800,100K+
APP00002,46:27.6,584,61829,41.88543,1,17396,home_imp,MORTGAG,8,0,12,18.34567,0,769,0.06727,LOW,APPROVED,0,30,700-800,50-75K
APP00002,46:27.6,737,34930,36.76105,7,59766,credit_car,MORTGAG,10,1,0,21.61119,0,538,0.194774,HIGH,APPROVED,0,0,<600,<50K
APP00002,46:27.6,639,41870,13.29228,1,12851,other,MORTGAG,8,0,0,9.443198,1,850,0.027579,LOW,APPROVED,0,90,800+,<50K
APP00003,46:27.6,670,84103,58.48987,1,27534,other,RENT,8,0,0,31.4697,0,632,0.09671,MEDIUM,DECLINED,0,0,600-700,75-100K
APP00003,46:27.6,639,41556,42.43199,0,11290,credit_car,MORTGAG,11,0,0,16.34947,2,717,0.079098,MEDIUM,APPROVED,0,0,700-800,<50K
APP00003,46:27.6,850,66717,18.91949,1,100000,major_pur,MORTGAG,7,0,24,8.192987,3,794,0.0611,LOW,APPROVED,0,0,700-800,50-75K
APP00003,46:27.6,698,61254,16.22727,15,8517,debt_cons,MORTGAG,10,1,0,37.41579,2,589,0.077186,LOW,APPROVED,0,0,<600,50-75K
APP00003,46:27.6,594,43226,17.49405,10,28221,debt_cons,RENT,10,0,48,14.19861,2,694,0.185879,MEDIUM,APPROVED,0,0,600-700,<50K
APP00003,46:27.6,782,174900,36.80223,15,36571,debt_cons,RENT,14,0,0,3.071749,0,572,0.17068,LOW,APPROVED,1,0,<600,100K+
APP00003,46:27.6,577,82204,45.65847,0,30669,credit_car,RENT,17,2,24,60.71681,1,789,0.038042,MEDIUM,DECLINED,0,90,700-800,75-100K
APP00003,46:27.6,720,21751,56.2245,3,18991,credit_car,RENT,12,0,0,47.66175,1,573,0.053865,MEDIUM,APPROVED,0,60,<600,<50K
APP00003,46:27.6,504,65724,21.84811,2,19853,home_imp,RENT,15,1,0,22.63689,0,653,0.112018,MEDIUM,APPROVED,0,120,600-700,50-75K
APP00003,46:27.6,567,43006,8.372996,15,22812,debt_cons,MORTGAG,6,1,0,4.673531,0,680,0.055241,MEDIUM,APPROVED,0,0,600-700,<50K
APP00003,46:27.6,719,91694,19.37007,0,19582,major_pur,OWN,6,0,0,47.14043,0,728,0.035306,MEDIUM,APPROVED,0,0,700-800,75-100K
APP00004,46:27.6,773,40285,14.8145,7,47624,major_pur,RENT,17,2,12,8.664433,3,846,0.139471,MEDIUM,APPROVED,0,60,800+,50-75K
APP00004,46:27.6,717,56535,41.67207,3,100000,major_pur,RENT,13,0,6,38.95923,0,604,0.111366,MEDIUM,APPROVED,0,90,600-700,50-75K
APP00004,46:27.6,688,77071,20.45268,0,14101,debt_cons,RENT,12,0,6,19.55012,2,763,0.071873,HIGH,APPROVED,1,60,700-800,75-100K
APP00004,46:27.6,669,92307,17.10701,0,7362,debt_cons,RENT,7,0,0,1.793477,1,847,0.143409,MEDIUM,APPROVED,0,60,800+,75-100K
APP00004,46:27.6,552,32854,21.33177,2,20524,credit_car,RENT,19,0,24,58.74325,2,666,0.041161,HIGH,DECLINED,0,0,600-700,<50K
APP00004,46:27.6,628,50652,17.59278,10,100000,credit_car,RENT,8,0,6,5.076682,0,594,0.121352,LOW,APPROVED,0,0,<600,50-75K
APP00004,46:27.6,653,47217,14.7645,15,11580,credit_car,MORTGAG,9,1,36,7.500923,1,476,0.107506,MEDIUM,APPROVED,0,30,<600,<50K
APP00004,46:27.6,805,43188,45.99241,7,81739,other,OTHER,7,0,0,28.10553,0,838,0.006379,HIGH,DECLINED,0,0,800+,<50K
APP00004,46:27.6,734,144744,12.53612,5,84301,major_pur,RENT,9,0,36,39.07928,1,625,0.078095,LOW,APPROVED,0,0,600-700,100K+
APP00005,46:27.6,523,73312,42.26512,15,14145,major_pur,OWN,11,0,0,5.187487,0,549,0.091682,LOW,DECLINED,0,120,<600,50-75K
APP00005,46:27.6,732,31874,5.781215,5,34724,home_imp,MORTGAG,9,0,0,31.06252,4,514,0.122308,MEDIUM,APPROVED,0,60,<600,<50K
APP00005,46:27.6,661,94743,36.98539,0,81041,credit_car,RENT,11,1,12,11.0423,1,549,0.12354,LOW,DECLINED,0,30,<600,75-100K
APP00005,46:27.6,632,173005,63.99461,1,16263,other,RENT,14,2,24,14.36278,2,741,0.041161,LOW,APPROVED,0,0,700-800,100K+
APP00005,46:27.6,761,100331,14.1152,7,18716,other,MORTGAG,8,1,0,12.18078,0,755,0.176249,VERY_HIG,APPROVED,0,0,700-800,100K+
APP00005,46:27.6,803,28009,13.35413,3,13830,major_pur,RENT,9,0,24,55.97615,0,715,0.059172,MEDIUM,APPROVED,0,0,700-800,<50K
APP00005,46:27.6,793,46999,20.98847,1,9780,credit_car,MORTGAG,9,0,0,66.22958,0,663,0.180462,LOW,APPROVED,0,0,<600,<50K
APP00005,46:27.6,616,112809,9.665415,1,13102,home_imp,RENT,8,0,0,4.308793,0,525,0.287841,HIGH,APPROVED,0,90,<600,100K+
APP00005,46:27.6,669,42031,11.5989,15,8273,credit_car,RENT,8,0,12,24.08712,2,577,0.12037,VERY_HIG,APPROVED,0,0,<600,<50K
APP00005,46:27.6,733,74750,75.36764,7,22635,debt_cons,RENT,10,1,24,39.44493,0,539,0.092365,MEDIUM,APPROVED,0,60,600-700,50-75K
APP00006,46:27.6,797,88196,45.59561,10,11896,credit_car,MORTGAG,11,1,0,8.584069,0,707,0.141141,LOW,APPROVED,0,60,700-800,75-100K
APP00006,46:27.6,733,74750,75.36764,7,22635,debt_cons,RENT,12,0,0,40.13637,1,528,0.141696,HIGH,DECLINED,0,60,<600,<50K
APP00006,46:27.6,681,58118,46.90128,0,6344,debt_cons,RENT,6,1,0,44.77225,0,578,0.118394,MEDIUM,DECLINED,0,60,600-700,50-75K
APP00006,46:27.6,589,20000,20.67855,0,28701,home_imp,MORTGAG,12,0,6,17.77302,0,631,0.081972,MEDIUM,DECLINED,0,0,600-700,<50K
APP00006,46:27.6,580,35875,27.74402,0,42908,major_pur,MORTGAG,12,0,0,35.69577,0,483,0.059551,HIGH,APPROVED,0,0,<600,<50K
APP00006,46:27.6,781,52770,23.96943,15,5000,credit_car,RENT,14,0,0,10.78402,0,654,0.019968,MEDIUM,APPROVED,0,120,600-700,50-75K
APP00006,46:27.6,835,32083,44.79168,5,29710,debt_cons,MORTGAG,14,0,0,36.78514,2,639,0.025086,LOW,APPROVED,0,0,600-700,<50K
APP00006,46:27.6,692,135429,29.51406,0,58813,credit_car,RENT,12,0,0,11.33254,0,768,0.054648,LOW,APPROVED,0,0,700-800,100K+
APP00006,46:27.6,800,29287,11.54897,5,8368,major_pur,MORTGAG,11,0,24,31.66202,1,568,0.004261,LOW,APPROVED,0,0,700-800,100K+
APP00006,46:27.6,736,48049,10.63933,5,83956,major_pur,MORTGAG,15,1,0,24.04076,0,520,0.224951,HIGH,APPROVED,0,120,<600,<50K
APP00007,46:27.6,635,63918,7.741583,10,30798,other,MORTGAG,8,0,0,38.49916,1,612,0.001872,MEDIUM,DECLINED,0,120,<600,50-75K
APP00007,46:27.6,736,123085,41.59081,0,12531,major_pur,OWN,9,0,0,29.83236,1,540,0.028905,LOW,APPROVED,0,120,<600,100K+
APP00007,46:27.6,850,29204,9.546755,2,21065,home_imp,OTHER,11,1,36,24.55423,1,653,0.109228,MEDIUM,APPROVED,0,60,700-800,<50K
APP00007,46:27.6,696,107106,25.45638,3,34429,debt_cons,RENT,6,0,0,7.169991,2,464,0.117784,LOW,APPROVED,0,60,<600,100K+
APP00007,46:27.6,850,60181,24.44606,1,23407,other,MORTGAG,6,0,6,25.30829,0,589,0.068576,LOW,APPROVED,1,60,600-700,50-75K
APP00007,46:27.6,438,36652,20.37922,5,33894,home_imp,RENT,11,0,48,36.17123,0,557,0.014137,MEDIUM,DECLINED,0,90,<600,<50K
APP00007,46:27.6,782,75436,36.05665,7,10545,credit_car,RENT,10,1,0,29.15117,0,706,0.020975,LOW,APPROVED,0,0,700-800,75-100K
APP00007,46:27.6,708,66140,6.949705,7,25222,debt_cons,RENT,12,0,48,34.20498,1,568,0.214393,HIGH,APPROVED,0,0,<600,50-75K
APP00007,46:27.6,670,44351,10.84421,3,7108,major_pur,MORTGAG,9,0,6,12.70478,0,476,0.115051,LOW,APPROVED,0,0,<600,<50K
APP00007,46:27.6,709,62000,37.88031,7,20151,debt_cons,OTHER,9,0,48,32.35853,0,629,0.129536,MEDIUM,APPROVED,0,0,600-700,50-75K
APP00008,46:27.6,501,49382,14.05991,2,10687,credit_car,RENT,13,2,12,49.71759,0,681,0.09888,HIGH,DECLINED,0,0,600-700,<50K
APP00008,46:27.6,678,63370,36.37112,7,12229,other,RENT,10,1,0,13.40548,0,622,0.169445,MEDIUM,APPROVED,0,0,600-700,50-75K
APP00008,46:27.6,735,83371,23.81131,1,59211,other,MORTGAG,4,0,0,26.71829,2,588,0.165054,VERY_HIG,APPROVED,0,30,<600,75-100K
APP00008,46:27.6,847,132323,37.59528,1,52735,other,OWN,14,0,0,21.37175,1,582,0.056075,VERY_HIG,APPROVED,0,0,<600,100K+
APP00008,46:27.6,648,32244,19.35958,5,35857,major_pur,RENT,14,0,48,10.31332,0,661,0.121461,LOW,APPROVED,0,0,600-700,<50K
APP00008,46:27.6,619,173948,12.47999,0,9192,home_imp,MORTGAG,7,2,0,19.19201,0,561,0.034734,LOW,APPROVED,0,120,<600,100K+
APP00008,46:27.6,649,22560,62.56309,10,17100,home_imp,MORTGAG,9,1,0,16.77559,0,617,0.019933,MEDIUM,APPROVED,0,0,600-700,<50K
APP00008,46:27.6,791,55498,63.85328,2,58132,debt_cons,OTHER,13,1,48,8.742116,0,725,0.041795,LOW,APPROVED,0,0,700-800,50-75K
APP00008,46:27.6,732,80350,58.022,5,24670,major_pur,RENT,15,0,0,63.55557,0,519,0.156565,VERY_HIG,APPROVED,0,30,<600,75-100K
APP00008,46:27.6,647,68905,31.26453,2,100000,other,OWN,9,0,6,40.7681,0,645,0.054529,VERY_HIG,APPROVED,0,30,600-700,50-75K
APP00009,46:27.6,751,43855,25.83422,0,30171,other,MORTGAG,9,0,48,29.95873,1,471,0.084446,HIGH,APPROVED,0,90,<600,<50K
APP00009,46:27.6,709,53956,5.439598,15,25684,credit_car,MORTGAG,10,1,6,46.94938,0,672,0.047026,HIGH,APPROVED,0,0,<600,50-75K
APP00009,46:27.6,796,46793,28.60295,7,17200,credit_car,MORTGAG,11,1,0,20.01671,2,552,0.0366,LOW,APPROVED,0,120,<600,<50K
APP00009,46:27.6,629,44592,14.28328,7,24509,other,MORTGAG,8,1,0,40.09436,1,751,0.188849,MEDIUM,APPROVED,0,0,700-800,<50K
APP00009,46:27.6,667,91564,8.74398,10,19497,other,MORTGAG,9,0,36,51.08832,3,502,0.137668,LOW,DECLINED,0,0,<600,75-100K
APP00009,46:27.6,660,71575,30.99284,0,38812,major_pur,MORTGAG,9,0,0,33.15651,0,546,0.060065,HIGH,APPROVED,0,0,600-700,50-75K
APP00009,46:27.6,553,42342,65.72801,5,47351,home_imp,OWN,11,1,36,19.66218,2,772,0.211383,LOW,APPROVED,0,60,700-800,<50K
APP00009,46:27.6,729,93882,7.847006,10,11745,credit_car,RENT,14,1,0,17.47267,3,546,0.036065,HIGH,APPROVED,0,90,<600,75-100K
APP00009,46:27.6,726,69818,20.509,0,7593,home_imp,MORTGAG,14,2,48,29.40242,3,563,0.048282,VERY_HIG,APPROVED,0,0,<600,50-75K
APP00009,46:27.6,700,89898,13.08,3,5069,major_pur,RENT,11,0,0,12.23294,0,555,0.12934,LOW,APPROVED,0,0,<600,75-100K
APP00010,46:27.6,676,82027,37.10255,1,33070,other,RENT,10,0,0,55.94223,0,601,0.073886,HIGH,DECLINED,0,30,600-700,75-100K
APP00010,46:27.6,558,39557,35.18987,10,9111,home_imp,MORTGAG,5,0,24,49.1613,1,701,0.089391,HIGH,DECLINED,0,30,700-800,<50K
APP00010,46:27.6,657,45247,19.36706,10,5000,other,OWN,16,0,48,24.51595,0,593,0.047925,LOW,APPROVED,0,0,<600,<50K
APP00010,46:27.6,665,86998,16.59728,5,30057,other,MORTGAG,9,0,36,12.0936,1,537,0.025083,HIGH,APPROVED,0,0,<600,75-100K
APP00010,46:27.6,619,81241,44.74521,2,100000,debt_cons,RENT,6,0,0,24.89082,1,448,0.115032,MEDIUM,APPROVED,0,0,<600,75-100K
APP00010,46:27.6,683,59251,14.4892,3,21919,home_imp,MORTGAG,6,0,48,23.56966,0,810,0.084952,LOW,APPROVED,0,0,800+,50-75K
APP00010,46:27.6,740,63491,7.21103,5,43079,home_imp,RENT,9,0,48,28.21773,0,818,0.159122,LOW,APPROVED,1,0,800+,50-75K
APP00010,46:27.6,850,113417,31.97929,0,23516,other,RENT,10,0,12,52.62951,1,706,0.113001,MEDIUM,APPROVED,0,90,700-800,100K+
APP00010,46:27.6,717,44543,27.81664,0,20351,major_pur,OTHER,5,0,0,12.3858,1,568,0.138662,HIGH,APPROVED,0,0,<600,<50K
APP00010,46:27.6,725,78711,29.19248,0,45947,debt_cons,MORTGAG,6,0,6,32.41652,0,724,0.05761,HIGH,DECLINED,0,0,700-800,75-100K
APP00011,46:27.6,692,54117,41.93536,15,17461,other,OWN,10,0,6,51.37362,2,744,0.184642,LOW,APPROVED,0,0,700-800,50-75K
APP00011,46:27.6,508,53699,42.80863,0,27280,credit_car,RENT,9,2,36,42.5949,1,624,0.146637,LOW,APPROVED,0,120,600-700,50-75K
APP00011,46:27.6,697,103713,27.90867,2,28491,credit_car,MORTGAG,12,1,0,28.98162,1,654,0.017627,VERY_HIG,DECLINED,0,0,600-700,100K+
APP00011,46:27.6,706,90464,22.26285,3,12907,debt_cons,MORTGAG,10,1,12,51.514,0,773,0.093525,HIGH,APPROVED,0,120,700-800,75-100K
APP00011,46:27.6,850,89927,14.05722,7,48709,major_pur,MORTGAG,10,0,0,25.40689,0,485,0.023128,LOW,DECLINED,0,90,<600,75-100K
APP00011,46:27.6,680,115005,8.149905,1,19149,other,MORTGAG,7,1,0,34.52337,0,749,0.252868,HIGH,APPROVED,0,60,700-800,100K+
APP00011,46:27.6,730,60506,26.84998,2,12032,home_imp,RENT,12,0,0,41.47128,0,619,0.094193,HIGH,APPROVED,0,0,600-700,50-75K
APP00011,46:27.6,696,84202,39.00374,2,33833,debt_cons,RENT,8,0,0,13.20227,1,538,0.268932,LOW,DECLINED,0,0,600-700,75-100K
APP00011,46:27.6,583,51270,48.72587,15,10734,major_pur,RENT,10,0,24,26.85551,1,546,0.055508,HIGH,APPROVED,0,0,<600,50-75K
APP00011,46:27.6,814,70409,52.87348,7,22528,home_imp,RENT,6,0,0,15.77879,0,563,0.076748,LOW,APPROVED,0,0,<600,50-75K
APP00012,46:27.6,775,56102,53.18107,7,21866,credit_car,RENT,11,0,0,40.13637,0,528,0.141696,HIGH,APPROVED,0,30,<600,50-75K
APP00012,46:27.6,779,62849,32.0563,1,52507,credit_car,MORTGAG,10,0,24,31.04637,1,827,0.211768,LOW,APPROVED,0,0,800+,50-75K
APP00012,46:27.6,609,80626,15.75761,1,32201,home_imp,MORTGAG,12,0,0,17.97964,1,699,0.029982,MEDIUM,APPROVED,0,0,600-700,75-100K
APP00012,46:27.6,840,39770,21.79473,7,21589,debt_cons,MORTGAG,10,1,48,2.752758,0,756,0.051941,LOW,DECLINED,0,120,700-800,<50K
APP00012,46:27.6,559,170449,34.76448,0,42370,credit_car,MORTGAG,10,0,0,19.42104,1,706,0.182498,MEDIUM,DECLINED,0,0,700-800,100K+
APP00012,46:27.6,758,36206,30.50821,2,66981,other,MORTGAG,13,2,12,31.04452,1,656,0.165009,MEDIUM,DECLINED,0,60,600-700,<50K
APP00012,46:27.6,850,32627,41.10151,5,34415,home_imp,RENT,8,1,0,22.81024,0,657,0.102616,LOW,APPROVED,0,90,600-700,<50K
APP00012,46:27.6,600,106836,23.84114,1,22209,home_imp,RENT,9,0,0,23.96979,0,610,0.132945,MEDIUM,APPROVED,0,0,600-700,100K+
APP00012,46:27.6,643,88950,30.55586,15,7711,credit_car,RENT,10,1,0,6.637856,0,618,0.177168,MEDIUM,DECLINED,0,30,600-700,75-100K
APP00012,46:27.6,709,81802,22.4312,15,9394,debt_cons,RENT,15,0,12,14.164,0,509,0.065439,LOW,APPROVED,0,90,<600,75-100K
APP00013,46:27.6,649,81975,22.83035,1,17254,other,MORTGAG,10,0,0,32.91643,0,758,0.119003,HIGH,APPROVED,0,60,700-800,75-100K
APP00013,46:27.6,544,59508,60.13893,3,13526,debt_cons,RENT,11,0,36,19.25092,0,468,0.108757,LOW,APPROVED,0,0,<600,50-75K
APP00013,46:27.6,593,62187,33.22377,5,23047,major_pur,RENT,8,0,24,17.43597,1,850,0.11967,MEDIUM,APPROVED,0,30,800+,50-75K
APP00013,46:27.6,747,42677,15.35907,5,33649,credit_car,RENT,8,0,0,29.91899,1,663,0.078077,MEDIUM,APPROVED,0,90,600-700,<50K
APP00013,46:27.6,608,97495,58.95946,1,20818,credit_car,OWN,7,0,0,27.05719,0,667,0.01098,LOW,DECLINED,0,30,600-700,75-100K
APP00013,46:27.6,850,55629,13.60111,0,32506,credit_car,RENT,10,1,0,29.41616,1,713,0.055634,MEDIUM,DECLINED,0,30,700-800,50-75K
APP00013,46:27.6,621,39626,14.52923,3,23192,major_pur,RENT,11,0,0,51.64826,1,495,0.147276,MEDIUM,APPROVED,0,0,<600,<50K
APP00013,46:27.6,667,50986,46.96325,5,5000,debt_cons,RENT,8,1,0,47.34634,1,510,0.123923,MEDIUM,DECLINED,0,0,<600,50-75K
APP00013,46:27.6,781,73604,34.70549,1,10389,debt_cons,RENT,10,0,48,17.6474,0,605,0.033346,HIGH,DECLINED,0,0,600-700,50-75K
APP00014,46:27.6,576,45167,22.43778,15,19628,credit_car,MORTGAG,8,1,36,26.77293,0,559,0.117451,MEDIUM,APPROVED,0,0,<600,<50K
APP00014,46:27.6,722,39691,38.06808,5,8368,other,RENT,4,1,0,17.67273,1,642,0.121398,LOW,APPROVED,0,0,600-700,<50K
APP00014,46:27.6,830,67632,25.27385,10,35594,debt_cons,RENT,12,0,0,12.19807,0,698,0.093554,LOW,APPROVED,0,30,600-700,50-75K
APP00014,46:27.6,539,67675,19.18418,3,74951,major_pur,MORTGAG,9,0,48,12.37702,2,788,0.053365,LOW,APPROVED,0,120,700-800,50-75K
APP00014,46:27.6,718,46468,21.77709,3,58396,home_imp,RENT,8,0,0,31.28261,0,731,0.145889,LOW,APPROVED,0,0,700-800,<50K
APP00014,46:27.6,725,47310,54.69542,10,18568,debt_cons,MORTGAG,10,1,0,10.83865,0,550,0.059301,LOW,APPROVED,0,0,<600,<50K
APP00014,46:27.6,778,67240,43.20278,2,72589,home_imp,MORTGAG,11,0,12,21.4218,1,612,0.176909,LOW,APPROVED,0,0,<600,50-75K
APP00014,46:27.6,576,29026,33.75289,15,24808,other,OWN,14,0,0,9.845355,1,585,0.024273,LOW,APPROVED,0,0,<600,<50K
APP00014,46:27.6,567,29621,28.01226,10,16820,credit_car,MORTGAG,7,0,0,21.54865,0,548,0.103802,LOW,DECLINED,0,0,<600,<50K
APP00014,46:27.6,752,41805,20.46927,7,13484,major_pur,RENT,6,0,0,43.87513,1,525,0.051413,LOW,DECLINED,0,30,<600,<50K
APP00015,46:27.6,729,53813,19.78289,7,17292,other,MORTGAG,12,0,0,17.12533,0,816,0.062067,LOW,APPROVED,0,90,800+,50-75K
APP00015,46:27.6,725,69944,42.00988,1,16146,major_pur,RENT,14,0,0,20.55036,0,651,0.066371,LOW,APPROVED,0,0,600-700,50-75K
APP00015,46:27.6,734,125201,9.456843,3,25243,major_pur,MORTGAG,8,0,0,24.690868,1,627,0.044978,MEDIUM,APPROVED,0,120,600-700,100K+
APP00015,46:27.6,631,91934,6.833691,2,25045,credit_car,RENT,8,0,0,21.89774,1,698,0.009935,MEDIUM,APPROVED,1,0,600-700,75-100K
APP00015,46:27.6,723,55272,37.33712,2,22080,home_imp,MORTGAG,11,0,0,29.17847,1,703,0.122008,LOW,DECLINED,0,0,700-800,50-75K
APP00015,46:27.6,628,36269,46.88204,5,57097,other,RENT,9,1,24,41.85291,1,575,0.145726,LOW,APPROVED,0,90,<600,<50K
APP00015,46:27.6,850,59322,44.18376,10,47081,other,RENT,7,0,36,17.50415,1,590,0.13233,LOW,APPROVED,0,120,600-700,50-75K
APP00015,46:27.6,747,51827,27.31196,2,6714,other,MORTGAG,14,0,12,23.83525,0,690,0.079454,LOW,APPROVED,0,0,600-700,50-75K
APP00015,46:27.6,580,70358,44.17392,10,5000,credit_car,MORTGAG,13,0,48,46.16666,1,638,0.045697,LOW,APPROVED,0,120,600-700,50-75K
APP00016,46:27.6,765,39592,45.14995,15,46511,credit_car,MORTGAG,11,0,48,22.55647,0,630,0.028581,MEDIUM,APPROVED,0,120,600-700,<50K
APP00016,46:27.6,602,77627,51.43025,1,7379,major_pur,MORTGAG,10,0,24,3.467703,0,655,0.11615,MEDIUM,DECLINED,0,0,600-700,75-100K
APP00016,46:27.6,778,128845,19.84804,5,18401,debt_cons,OTHER,8,1,24,27.75684,0,665,0.064706,LOW,DECLINED,1,0,600-700,100K+
APP00016,46:27.6,815,56705,5.624496,3,8637,other,MORTGAG,11,1,0,28.52158,0,661,0.064068,LOW,APPROVED,0,0,600-700,50-75K
APP00016,46:27.6,617,81347,1.309692,10,5210,major_pur,RENT,15,0,24,22.64934,3,730,0.064998,HIGH,DECLINED,0,0,<600,75-100K
APP00016,46:27.6,796,84547,44.22153,0,33967,debt_cons,MORTGAG,9,0,36,8.410683,0,590,0.090573,LOW,APPROVED,0,0,600-700,75-100K
APP00016,46:27.6,741,48990,25.63288,3,40429,major_pur,RENT,12,0,12,22.51714,0,668,0.174622,LOW,APPROVED,0,30,600-700,<50K
APP00016,46:27.6,782,66973,12.00804,2,13888,other,OTHER,9,0,0,26.87352,0,574,0.003343,HIGH,APPROVED,0,0,<600,50-75K
APP00016,46:27.6,850,60252,29.06549,2,5000,home_imp,OWN,7,1,24,21.01264,1,850,0.034004,HIGH,APPROVED,0,60,800+,50-75K
APP00016,46:27.6,675,62870,24.84265,10,14228,other,RENT,12,0,48,12.78253,0,558,0.069311,MEDIUM,APPROVED,0,0,<600,50-75K
APP00017,46:27.6,624,40680,27.3115,3,30135,credit_car,MORTGAG,15,1,12,52.97944,1,579,0.052234,MEDIUM,APPROVED,0,60,<600,<50K
APP00017,46:27.6,611,60612,23.10327,5,6747,major_pur,RENT,10,0,0,9.225046,0,738,0.139319,LOW,APPROVED,1,90,700-800,50-75K
APP00017,46:27.6,618,76803,39.77584,7,25506,major_pur,OTHER,16,0,12,41.21192,0,607,0.068424,LOW,APPROVED,0,90,600-700,75-100K
APP00017,46:27.6,692,123694,12.281,7,21758,credit_car,OTHER,6,0,0,29.93509,0,738,0.173788,MEDIUM,DECLINED,1,90,600-700,100K+
APP00017,46:27.6,734,96725,24.43125,2,35011,credit_car,MORTGAG,14,1,36,19.62985,1,665,0.16586,LOW,DECLINED,1,90,600-700,75-100K
APP00017,46:27.6,727,175710,16.9055,1,24237,home_imp,RENT,9,0,12,22.31333,0,609,0.066537,LOW,APPROVED,0,0,<600,100K+
